id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
26225947,☆Cómodo y acogedor estudio en centro de Coyoacán☆,197091490,Maria Teresa,,Coyoacán,19.3478,-99.16056,Entire home/apt,841,2,73,6/15/2019,5.97,2,117
26259553,Habitación de lujo,168344710,Julio,,Cuauhtémoc,19.44098,-99.1434,Private room,841,1,1,7/5/2018,0.08,1,180
26297914,MasterRoom in Polanco,22050759,Diego,,Miguel Hidalgo,19.44382,-99.20589,Private room,841,2,0,,,1,0
27578693,Boito´s Homes Lindo depa en la Ciudad de México,208086311,Elda,,Cuauhtémoc,19.45716,-99.13131,Entire home/apt,841,1,0,,,1,179
27608731,Jolie appartement au cœur de la ville de Mexico,126806043,Olga,,Cuauhtémoc,19.439,-99.13444,Entire home/apt,841,2,2,9/15/2018,0.2,2,318
27636604,2 bedroom Apart a few min away to Roma,62475446,Maca,,Benito Juárez,19.40024,-99.15678,Entire home/apt,841,1,41,6/1/2019,4.06,4,174
27693293,"Rento departamento amueblado y equipado, Santa Fe",167606068,David Lenin,,Álvaro Obregón,19.37428,-99.25363,Entire home/apt,841,365,0,,,1,358
27720267,Linda y confortable Casa en la mejor Zona de la Cd,162786374,Gabriel,,Tlalpan,19.29128,-99.13204,Entire home/apt,841,2,15,6/22/2019,2.17,1,165
27732768,"Modern apartment, in front of Fine Arts",184638088,Tali & Arlen,,Cuauhtémoc,19.43517,-99.1451,Entire home/apt,841,2,25,5/27/2019,2.5,1,78
27808400,Departamento en Cuajimalpa a 5 min de Santa Fe,209986313,Liliana,,Cuajimalpa de Morelos,19.35207,-99.29812,Entire home/apt,841,2,14,5/9/2019,1.44,1,160
27814911,Nice & confortable appartment near Coyoacán.,18484026,Jade,,Benito Juárez,19.36025,-99.1521,Entire home/apt,841,2,0,,,1,0
27857888,Luminoso Departamento Chimalpopoca,105351940,Maria De La Soledad,,Cuauhtémoc,19.42175,-99.1382,Entire home/apt,841,1,4,5/19/2019,1.82,2,361
28077310,Hermosa Recamara Tranquila,1809368,Flor,,Coyoacán,19.34495,-99.12613,Private room,841,5,0,,,5,179
28098309,Destination Centro Historico @Donceles Loft,53361285,Destination MX,,Cuauhtémoc,19.4367,-99.13944,Entire home/apt,841,1,45,6/18/2019,4.84,36,238
28244438,"Casa completa, Pet Friendly carretera  Cuernavaca",213326726,Claudia,,Tlalpan,19.24241,-99.16409,Entire home/apt,841,1,7,4/20/2019,0.84,2,364
28288582,Departamento en Coyoacán.,141888621,Leticia,,Coyoacán,19.34492,-99.12794,Entire home/apt,841,2,34,6/3/2019,3.62,2,89
28333602,Apartamento en Ciudad de Mexico. Zona muy segura,116116520,Emiliano,,Cuauhtémoc,19.43838,-99.16646,Entire home/apt,841,2,4,4/16/2019,0.45,2,172
28482338,"Cómodo y acogedor, cerca téc.  de Monterrey",214881159,Ana Bertha,,Álvaro Obregón,19.35698,-99.25507,Private room,841,6,0,,,1,89
28512650,Habitación Triple,186688350,Gracia,,Tlalpan,19.29835,-99.21123,Private room,841,1,5,5/20/2019,0.57,2,364
28524743,Big private room in a beautiful apartment,188939111,Joe,,Benito Juárez,19.36641,-99.17972,Private room,841,1,1,10/19/2018,0.12,1,178
28682263,HABITACIÓN CDMX REFORMA ANGEL DE LA INDEPENDENCIA,216390022,Reyes,,Cuauhtémoc,19.42737,-99.17127,Private room,841,1,0,,,1,365
28689778,Modern / Comfort Britto Apartment in Colonia Roma,165528303,Ricardo,,Cuauhtémoc,19.4199,-99.15512,Entire home/apt,841,1,81,6/20/2019,8.77,6,124
28760292,Departamento cerca Uni Anahuac Sur/ Santa Fe,28879654,Eva,,Álvaro Obregón,19.33794,-99.2483,Private room,841,2,8,1/2/2019,0.97,2,84
28773374,Modern cozy loft in the heart of Mexico city,81997438,Israel,,Cuauhtémoc,19.43314,-99.14175,Entire home/apt,841,1,43,6/16/2019,5.06,1,169
28884129,Hermoso Loft Iluminado muy cerca Reforma,7165956,Elena,,Cuauhtémoc,19.43643,-99.16454,Entire home/apt,841,2,31,6/16/2019,3.54,4,354
28959943,Un Espacio Íntimo con Excelente Ubicación,161438752,Margarita,,Cuauhtémoc,19.42419,-99.16195,Entire home/apt,841,2,31,6/16/2019,3.8,1,360
29036646,Departamento nuevo cerca de Reforma y Aeropuerto,149540746,Ramon,,Cuauhtémoc,19.45901,-99.12405,Entire home/apt,841,2,9,4/24/2019,1.72,2,149
29103865,Condesa - The dark & posh side,219294214,Zsuzsa,,Cuauhtémoc,19.40963,-99.17869,Entire home/apt,841,1,43,6/22/2019,5,3,331
29278775,Increíble departamento con muy buena ubicación!,52821850,William,,Miguel Hidalgo,19.40279,-99.17697,Private room,841,1,0,,,1,89
29364010,Habitación Yureli,218466937,Mariana,,Benito Juárez,19.39681,-99.17143,Private room,841,1,2,3/17/2019,0.56,23,365
29418440,Casa recreo,221602782,Jorge Luis,,La Magdalena Contreras,19.30603,-99.25683,Entire home/apt,841,10,0,,,1,364
29683542,Apartamento nuevo en coyoacan muy cerca del metro,107765471,Mau,,Coyoacán,19.33043,-99.15429,Entire home/apt,841,2,9,6/14/2019,1.43,1,362
29848003,Todo un amplio departamento a súper precio!,112950055,Lucia,,Cuauhtémoc,19.4376,-99.1676,Entire home/apt,841,7,3,3/17/2019,0.6,1,0
29859071,Artist apartment in Narvarte,24422234,Lucía,,Benito Juárez,19.39931,-99.15066,Entire home/apt,841,2,1,12/31/2018,0.17,3,32
30128875,Mexico City WTC APARTMENT,161266643,José,,Benito Juárez,19.39173,-99.16804,Entire home/apt,841,1,0,,,2,0
30155755,Habitación vintage tranquila,226566038,Joshua,,Cuauhtémoc,19.43223,-99.14954,Private room,841,1,0,,,1,365
30469181,"Casa Amores Private Room 1 ""Heart Room""",102642865,Victor Hugo,,Benito Juárez,19.38323,-99.16746,Private room,841,2,11,5/14/2019,2.02,4,294
30487648,•BONITO• Departamento en la Roma Norte.,55691734,José Antonio,,Cuauhtémoc,19.42034,-99.15555,Entire home/apt,841,1,26,6/6/2019,3.96,1,266
30492222,Art cozy apartment Condesa,102643300,Beatriz,,Cuauhtémoc,19.40795,-99.17554,Entire home/apt,841,2,14,5/27/2019,2.31,1,191
30502604,Luxury Apartment in Heart of Colonia Roma-Condesa,165528303,Ricardo,,Cuauhtémoc,19.41862,-99.15504,Entire home/apt,841,1,50,6/8/2019,7.61,6,162
30507882,El Rinconcito  Amoroso de la Condesa,223240370,Enrique Leoncio,,Cuauhtémoc,19.4185,-99.17633,Entire home/apt,841,2,14,4/22/2019,2.56,1,364
30510937,ACQUA ACOXPA,100919179,Mónica,,Tlalpan,19.29563,-99.1345,Entire home/apt,841,2,16,6/9/2019,2.82,1,179
30532307,"Departamento ""cozy"" en Centro Histórico",229105621,Jose,,Cuauhtémoc,19.42609,-99.15335,Entire home/apt,841,2,15,5/22/2019,2.36,2,322
30586209,Beautiful Studio inside a House in Anzures,229434849,Claudio,,Miguel Hidalgo,19.43196,-99.17957,Entire home/apt,841,1,4,6/9/2019,0.69,2,267
30593315,"Lindo departamento con terraza interior, Roma Sur",160900733,Lina,,Cuauhtémoc,19.40666,-99.15904,Entire home/apt,841,2,32,6/11/2019,4.92,3,308
30787453,New modern and fully equipped 2 bedroom 2 bathroom,9051574,Carlos,,Álvaro Obregón,19.38364,-99.19848,Entire home/apt,841,2,5,3/31/2019,0.99,1,0
31142221,Bosque dentro de la ciudad.,77145103,Elia Fernanda Mejía Diez,,Álvaro Obregón,19.3354,-99.25124,Entire home/apt,841,30,0,,,1,180
31174645,Cozy and Elegant Loft Downtown Mexico City,109681580,Ara,,Cuauhtémoc,19.43291,-99.14324,Entire home/apt,841,2,21,6/19/2019,4.85,1,142
31191534,☼11 de abril: súper céntrico y acogedor!,233204908,Martha,,Miguel Hidalgo,19.39862,-99.18246,Entire home/apt,841,1,10,5/26/2019,1.71,1,345
31260777,CENTER Cozy Apartment Fully Equipment BestLocation,231850323,Ricardo,,Cuauhtémoc,19.43269,-99.14812,Entire home/apt,841,1,33,6/16/2019,6.07,1,37
31362968,"Casa Amores Private Room 2  ""Buda Room""",102642865,Victor Hugo,,Benito Juárez,19.38495,-99.16541,Private room,841,2,5,5/18/2019,0.93,4,297
31363564,"Casa Amores Private Room 3 ""Sea Room""",102642865,Victor Hugo,,Benito Juárez,19.38389,-99.16666,Private room,841,2,4,5/18/2019,0.76,4,297
31464705,Comodo Departamento a menos de 30min de todo!!,82694296,Otto,,Benito Juárez,19.39841,-99.14096,Entire home/apt,841,2,12,5/28/2019,3,2,53
31475994,16th Floor Apartment. Unique View & Great Location,235815887,Israel,,Miguel Hidalgo,19.45619,-99.21196,Private room,841,2,1,4/4/2019,0.37,1,180
31487462,A 5 minutos de polanco a precio económico,220287329,Mario,,Miguel Hidalgo,19.45387,-99.21689,Private room,841,1,0,,,1,180
31541326,LOFT Paseo de la Reforma,103398238,Miguel,,Cuauhtémoc,19.43426,-99.15328,Entire home/apt,841,1,50,6/7/2019,9.74,1,96
31758731,"Departamento frente a Arcos Bosques en ""Bosques""",238114649,Rubén,,Cuajimalpa de Morelos,19.38812,-99.25257,Entire home/apt,841,30,0,,,1,173
31858828,Loft 1BR Polanco!,230514702,Keybnb Basic Homes,,Miguel Hidalgo,19.43874,-99.21147,Entire home/apt,841,2,5,5/31/2019,1.09,11,162
32140074,Relajate en esta Hermosa Habitacion,43459445,Victor,,Benito Juárez,19.38415,-99.16696,Private room,841,1,0,,,3,334
32164677,"Moderna habitación, vista panorámica en la Nápoles",51622446,Alberto,,Benito Juárez,19.39733,-99.17639,Private room,841,1,17,5/7/2019,3.78,4,339
32167550,Departamento muy amplio 4 cuadras Manacar e Insurg,41924859,Maricruz,,Benito Juárez,19.36967,-99.17786,Entire home/apt,841,1,0,,,2,0
32192521,CDMX - WTC 1 Depto ideal para vacaciones o trabajo,187881460,Ernesto,,Benito Juárez,19.39229,-99.17947,Entire home/apt,841,1,7,6/7/2019,1.94,2,337
32201491,Espacioso departamento en excelente ubicación,241632404,Rosario,,Benito Juárez,19.39376,-99.18,Entire home/apt,841,5,4,4/13/2019,0.93,1,89
32368129,Colonia CENTRO - Departamento muy céntrico,166585157,Miguel,,Cuauhtémoc,19.42879,-99.14774,Entire home/apt,841,3,3,5/6/2019,1.41,2,69
32424494,Pleasant flat / Agradable departamento / Coyoacán,185822587,Cassandra,,Coyoacán,19.34145,-99.18211,Entire home/apt,841,3,11,6/17/2019,2.92,1,40
32428779,Comoda habitacion junto al World Trade Center,52056042,Karla,,Benito Juárez,19.39724,-99.17551,Private room,841,1,1,2/24/2019,0.25,3,268
32524606,,244396687,Alicia,,Álvaro Obregón,19.34433,-99.19149,Entire home/apt,841,2,2,6/1/2019,0.88,1,176
32661448,"COYOACÁN: TRANQUILO, CÉNTRICO Y SEGURO",192049717,Cristina,,Coyoacán,19.34174,-99.18178,Private room,841,1,0,,,1,0
32662696,2Br 2BR - Subway - 24hrs Security - ParkingPlace,46570815,Claudio  & Angela,,Benito Juárez,19.37353,-99.16661,Entire home/apt,841,3,3,3/28/2019,0.82,12,0
32670240,San Pedro de los Pinos/Cochera/WiFi/Netflix...etc,216446385,Alma Berenice,,Benito Juárez,19.38688,-99.18907,Entire home/apt,841,1,6,5/17/2019,2.28,1,0
32722346,Depa con hermosa vista hacia la Ciudad de México,206191683,Hugo,,Azcapotzalco,19.46783,-99.16759,Entire home/apt,841,3,1,4/22/2019,0.47,1,176
32782969,HERMOSA CABAÑA RUSTICA RODEADA DE ARBOLES,246583946,Lourdes,,Tlalpan,19.2252,-99.21317,Entire home/apt,841,2,4,5/12/2019,1.22,1,363
32789000,Beautiful Apartment Love for Mexico in Coyoacan,100844511,Omar,,Coyoacán,19.34983,-99.14917,Entire home/apt,841,2,10,6/17/2019,2.88,2,147
32919197,☆Cómodo y acogedor Loft en el Corazón de Coyoacán☆,197091490,Maria Teresa,,Coyoacán,19.34984,-99.16409,Entire home/apt,841,2,13,6/23/2019,4.43,2,122
32965683,Casa San Miguel,221187056,Elsa,,Miguel Hidalgo,19.41171,-99.18554,Entire home/apt,841,1,1,4/4/2019,0.37,1,168
32966512,Depto completo en el corazón de la del valle,65893051,Alan Hardy,,Benito Juárez,19.37627,-99.16472,Private room,841,1,0,,,2,0
33021531,Apartamento en la zona más céntrica y comercial,109547747,Ricardo,,Cuauhtémoc,19.43266,-99.14876,Entire home/apt,841,1,2,4/23/2019,0.85,2,1
33078283,"MEX Aeropuerto,Foro Sol, Palacio de los Deportes Q",92837701,Iris,,Iztacalco,19.40106,-99.10161,Private room,841,1,4,5/18/2019,1.21,2,364
33135453,Fantastica y Comoda Casa centrica al sur cdmx,138698660,Osvaldo,,Iztapalapa,19.36744,-99.129,Private room,841,1,1,4/21/2019,0.46,3,90
33226206,El silencio,4983631,Alejandra,,Cuauhtémoc,19.41287,-99.16686,Private room,841,2,4,5/27/2019,1.56,1,165
33228046,New Cozy & Bright Apartment.,250195563,Antonio,,Benito Juárez,19.39621,-99.15028,Entire home/apt,841,2,6,6/1/2019,1.96,1,0
33526960,"HABITACION AMOBLADA, BEGRAND ALTO POLANCO DF",210117952,Inversiones,,Miguel Hidalgo,19.44018,-99.18145,Private room,841,30,0,,,1,89
33531824,Departamento completo moderno en la Colonia Roma.,102933335,Liz Y Héctor,,Cuauhtémoc,19.42007,-99.16858,Entire home/apt,841,2,3,5/25/2019,1.22,1,68
33641860,Departamento en el sur de Cd Mexico,253534195,Begona,,Coyoacán,19.31422,-99.13974,Entire home/apt,841,5,0,,,1,173
33690460,El Sol (Habitación hasta para cuatro personas),209072064,Luigy,,Álvaro Obregón,19.36659,-99.1941,Private room,841,2,0,,,3,365
33808135,Roma's Loft 604,32789732,Gabriel,,Cuauhtémoc,19.42402,-99.15383,Entire home/apt,841,4,4,6/8/2019,2.5,3,299
33886508,Apartamento céntrico en la Juarez,71601781,Omar,,Cuauhtémoc,19.4275,-99.15249,Entire home/apt,841,2,2,6/9/2019,2,1,30
34150038,Well located creative home with natural light,10860743,Kas,,Miguel Hidalgo,19.39999,-99.17393,Entire home/apt,841,3,0,,,1,0
34180463,¡New apartment at Napoles 6 minutes to WTC!,100371702,Giovanna,,Benito Juárez,19.38919,-99.17574,Entire home/apt,841,1,8,6/14/2019,5.58,3,61
34206195,DEPARTAMENTO DE LUJO EN COYOACAN DE 3 RECAMARAS,258247410,Anahí,,Coyoacán,19.32238,-99.14623,Entire home/apt,841,1,1,6/20/2019,1,1,180
34224821,"DEPTO #204 ""FRENTE AL AEROPUERTO""",108589107,Ileana,,Venustiano Carranza,19.43433,-99.08952,Entire home/apt,841,1,12,6/8/2019,6.43,10,316
34318902,departamento,54987011,Edgar,,Gustavo A. Madero,19.46709,-99.13727,Entire home/apt,841,2,0,,,1,364
34345173,Walter Fernandes Brasil,22725527,Walter Fernandes,,Miguel Hidalgo,19.44255,-99.20215,Private room,841,2,2,6/19/2019,2,1,171
34376536,Departamento en CDMX cerca de plazas comerciales,123609459,Octavio,,La Magdalena Contreras,19.31783,-99.24456,Entire home/apt,841,1,2,5/19/2019,1.54,2,353
34448463,"LAS LOMAS 2, SOFISTICADO, DISEÑO, INTERIORISMO",227689802,Rodrigo,,Miguel Hidalgo,19.42112,-99.2198,Entire home/apt,841,2,2,5/31/2019,2,3,343
34616796,"Céntrico 2 Recamaras, 2 Baños, Depto entero 102",47154341,Teresa,,Cuauhtémoc,19.42809,-99.15676,Entire home/apt,841,2,1,5/28/2019,1,6,144
34647395,Departamento roma,141911207,Fabian,,Cuauhtémoc,19.41924,-99.15744,Entire home/apt,841,2,0,,,2,128
34676973,Hotel El Greco... habitación doble,261582867,Ing. Alejandrina,,Benito Juárez,19.38477,-99.17594,Private room,841,1,0,,,2,179
34718187,Beautiful and cozy apartment in La Roma,198206834,Lula,,Cuauhtémoc,19.40531,-99.1638,Entire home/apt,841,3,0,,,2,35
34757560,Depa ROMA NORTE  246,164711304,Miguel,,Cuauhtémoc,19.42304,-99.16159,Entire home/apt,841,1,1,6/2/2019,1,1,354
34948738,Encantadora habitacion frente al WTC,52056042,Karla,,Benito Juárez,19.39651,-99.17455,Private room,841,2,0,,,3,362
34974934,Departamento polanco atras de plaza antara,122375976,Angélica,,Miguel Hidalgo,19.44212,-99.1976,Entire home/apt,841,5,1,6/23/2019,1,1,143
35067199,Departamento para ejecutivo/profesionista Santa FE,152767507,Janet,,Cuajimalpa de Morelos,19.36631,-99.27099,Entire home/apt,841,3,0,,,1,361
35128597,Spacious & New Las Lomas Apartment,115943341,Paola,,Miguel Hidalgo,19.42314,-99.20461,Entire home/apt,841,15,1,6/20/2019,1,1,35
35165580,Excelente vista a 10 min de Polanco,61586482,Hugo,,Azcapotzalco,19.4659,-99.15993,Entire home/apt,841,2,1,6/17/2019,1,1,162
35189852,Renta de cuarto en departamento,16564945,Elma,,Miguel Hidalgo,19.42505,-99.22348,Private room,841,3,0,,,1,364
35220597,Astonishing brand new apartment centrally located,265190922,Alan,,Benito Juárez,19.40324,-99.14428,Entire home/apt,841,2,0,,,1,365
35229053,"Casa de Valentina,  suite de encanto no.1",74107434,Bertha,,Cuauhtémoc,19.43011,-99.17107,Entire home/apt,841,1,0,,,2,212
35263824,Lux Apt Bellas Artes-Historic Center-Top Location,261768666,Rogelio,,Cuauhtémoc,19.43544,-99.14316,Entire home/apt,841,1,4,6/19/2019,4,1,168
35349296,Acogedor apartamento en colonia del valle,93809776,David,,Benito Juárez,19.38457,-99.17097,Entire home/apt,841,20,0,,,3,178
35580287,Brand New Hip Apartment Nearby Polanco,53361285,Destination MX,,Miguel Hidalgo,19.44405,-99.17434,Entire home/apt,841,1,2,6/16/2019,2,36,337
35581664,Lovely Brand New Park Front Terrace Apartment,53361285,Destination MX,,Miguel Hidalgo,19.44492,-99.17441,Entire home/apt,841,1,1,6/21/2019,1,36,357
35583603,Gorgeous Brand New Apartment Near Polanco,53361285,Destination MX,,Miguel Hidalgo,19.44347,-99.17365,Entire home/apt,841,1,1,6/15/2019,1,36,355
35686854,Cantera Uxmal,20740036,Marla,,Benito Juárez,19.38152,-99.15675,Entire home/apt,841,1,1,6/18/2019,1,1,20
35710364,"Dpto en Lomas del Sol, cercano a la  U. Anáhuac",267674983,Francelia,,Cuajimalpa de Morelos,19.38706,-99.27625,Entire home/apt,841,1,0,,,1,362
35736073,Departamento Frente a Bellas Artes Zona Turistica,268806400,Hector Ivan,,Cuauhtémoc,19.43283,-99.14113,Entire home/apt,841,1,0,,,1,326
1270149,"Fabulous Suite, ideal couples, near WTC & Condesa",519159,Jorge & Monnah,,Miguel Hidalgo,19.40306,-99.18436,Entire home/apt,822,3,14,8/12/2018,0.2,13,10
5632011,Unique Room in the Centric Polanco District,29190387,Alejandra,,Miguel Hidalgo,19.43018,-99.20109,Private room,822,1,71,6/19/2019,1.52,1,73
6465057,Villas Kabala,33700358,Luis Fernando,,Álvaro Obregón,19.36469,-99.22286,Entire home/apt,822,1,0,,,1,0
7180374,Modern City Centre Apartment,18772371,Omar,,Cuauhtémoc,19.43649,-99.15173,Entire home/apt,822,3,73,4/19/2019,1.55,1,330
8042171,Private suite centrally located,42096621,Esperanza,,Benito Juárez,19.36202,-99.15467,Entire home/apt,822,3,43,6/16/2019,0.99,2,163
9870685,Hermoso loft practico y seguro,46328632,Ramon,,Cuajimalpa de Morelos,19.35854,-99.28858,Entire home/apt,822,30,0,,,1,363
9885928,Habitación en PH rodeada  jardines,50856829,María,,Azcapotzalco,19.47772,-99.16546,Private room,822,1,1,2/18/2016,0.02,1,365
10022625,SAFE and cozy in the heart of Mexico City!,33226942,Zarai & Julien,,Cuauhtémoc,19.41889,-99.17065,Entire home/apt,822,7,15,4/30/2019,0.5,1,146
11786086,Amazing apt Condesa Great Location!,48408321,David,,Cuauhtémoc,19.40868,-99.17737,Entire home/apt,822,2,31,6/1/2019,0.79,1,152
11798277,"Artsy, Handmade, Loft in Historic downtown",34218304,Jorgeantonio,,Cuauhtémoc,19.4355,-99.15198,Entire home/apt,822,2,114,6/9/2019,3.66,4,78
12292588,"Beautiful, Artistic, Sunny Home",66256323,Valeria,,Benito Juárez,19.38157,-99.15666,Entire home/apt,822,2,16,5/6/2019,0.41,1,364
12749770,Suite-Depto. 611- Residencia Arquímedes 33,61872126,Jose Luis,,Miguel Hidalgo,19.42929,-99.19155,Entire home/apt,822,7,19,2/4/2019,0.5,20,281
12808532,Classy and luxury loft restoration 207,25611616,Cristian,,Cuauhtémoc,19.43223,-99.13745,Entire home/apt,822,1,178,5/30/2019,4.73,7,342
12969252,"stylish apartment, great location!",860152,Cristina,,Cuauhtémoc,19.41765,-99.15953,Entire home/apt,822,2,52,6/20/2019,2.69,1,67
14026346,Great Condo in killer Condesa location!,83940680,Christopher,,Cuauhtémoc,19.41293,-99.17127,Entire home/apt,822,2,36,5/31/2019,1.04,1,15
15191621,"Suite 621 PH, 01 Recámara",61872126,Jose Luis,,Miguel Hidalgo,19.43004,-99.19151,Entire home/apt,822,7,7,5/21/2019,0.21,20,358
15746477,Casa en La Roma,57696264,Camilo,,Cuauhtémoc,19.41709,-99.15522,Entire home/apt,822,1,42,6/19/2019,1.33,1,256
16406658,Loft Minimalista #Se puede vivir así en Cd.Mx.,106857618,Adrian,,Benito Juárez,19.3699,-99.17045,Entire home/apt,822,3,3,9/24/2018,0.1,1,266
16570489,Lindo departamento en la zona rosa,64812929,Diana,,Cuauhtémoc,19.42717,-99.16422,Entire home/apt,822,2,65,6/18/2019,2.19,2,358
17665433,"2 bed/2 bath apt, Santa Fe within 7 mins/2 miles",43721762,Sergio,,Álvaro Obregón,19.35274,-99.24723,Entire home/apt,822,2,48,6/14/2019,1.87,1,358
18198712,CÉNTRICO CONFORTABLE Y SEGURO DPTO 5 PAX NARVARTE.,125602838,Laura Elena,,Benito Juárez,19.39639,-99.14702,Entire home/apt,822,28,11,8/18/2018,0.41,2,358
18631992,"In the heart of Mexico City, Safe, Big & Luxurious",42758169,Rodrigo,,Cuauhtémoc,19.43541,-99.14493,Entire home/apt,822,2,61,6/18/2019,2.63,5,0
18708010,New Apartment!!! 10 mins to Polanco! No Parking !,130065464,Joseph,,Miguel Hidalgo,19.4543,-99.18571,Entire home/apt,822,1,105,6/2/2019,4.11,2,207
19420579,Private suite at home in Coyoacan,135974299,Adrian,,Coyoacán,19.34851,-99.15208,Entire home/apt,822,2,1,11/20/2017,0.05,2,180
20038653,ANZURES PRIME LOC' HIGH END LOFT,76254419,Cintya,,Miguel Hidalgo,19.43066,-99.17347,Entire home/apt,822,2,60,6/18/2019,2.65,1,287
20087195,"Depa Luminoso, excelente ubicación. Col. Roma!!",106151592,Gonzalo,,Cuauhtémoc,19.42112,-99.1631,Entire home/apt,822,3,27,3/18/2019,1.18,9,348
20289554,"CASA REAL CONDESA 2
Habitación con baño en casa.",143993070,Ana Cecilia  Y Miguel Angel,,Cuauhtémoc,19.40458,-99.17363,Private room,822,2,21,2/27/2019,1.04,3,341
20289673,"CASA REAL CONDESA 1
Habitación con baño en casa.",143993070,Ana Cecilia  Y Miguel Angel,,Cuauhtémoc,19.40635,-99.17348,Private room,822,2,18,2/26/2019,0.81,3,341
20323995,Confortable 2 bedrooms apartment,139892225,Alejandro,,Cuauhtémoc,19.42892,-99.15351,Entire home/apt,822,2,50,6/11/2019,2.33,1,237
21578853,lindo y acogedor departamento en la roma,149637659,Noemi,,Cuauhtémoc,19.40368,-99.16848,Entire home/apt,822,2,1,6/1/2019,1,3,143
21596130,Two story 2BR apartment in Roma Sur,20852500,Akary,,Cuauhtémoc,19.40826,-99.15825,Entire home/apt,822,2,14,5/26/2019,0.7,4,361
22518739,Cozy apartment near the airport / Foro Sol.,84899298,Mike,,Venustiano Carranza,19.42326,-99.08597,Entire home/apt,822,1,77,6/15/2019,4.43,1,33
22554899,Agradable y cómodo departamento en Buenavista CDMX,102562901,Hugo,,Cuauhtémoc,19.45913,-99.14787,Entire home/apt,822,1,6,11/21/2018,0.34,1,0
22833431,DEPARTAMENTO (MUY COMODO CON TODOS LOS SERVICIOS),168796489,Delfina,,Álvaro Obregón,19.38521,-99.19146,Entire home/apt,822,2,28,5/19/2019,1.66,1,242
22971704,"Casa Portales, privacidad y comodidad, Planta Baja",170259815,Irma,,Iztapalapa,19.36545,-99.1364,Entire home/apt,822,1,0,,,2,175
23203984,Cómodo y elegante departamento en zona residencial,52454136,Airam,,Álvaro Obregón,19.3581,-99.19082,Private room,822,5,0,,,1,365
23271131,Cool apartment in centric Juaréz neighborhood,12809045,Alex,,Cuauhtémoc,19.42707,-99.15173,Entire home/apt,822,2,12,6/17/2018,0.77,1,0
23275302,Enjoy the Sun in a Stunning Colonia Roma Apartment's Terrace,31249459,Andres,,Cuauhtémoc,19.41881,-99.16251,Entire home/apt,822,2,82,6/5/2019,5.14,2,189
23358117,Pacific House,7883840,Marco,,Miguel Hidalgo,19.41329,-99.18259,Entire home/apt,822,1,19,6/21/2019,1.18,1,0
23645411,Cozy Suite in the heart of Roma Norte,93911392,Andres,,Cuauhtémoc,19.41392,-99.16231,Entire home/apt,822,3,46,6/12/2019,2.94,6,82
23791938,Cosmopolita Departamento- estudio privado,116693993,Maria Eugenia,,Cuauhtémoc,19.41444,-99.17372,Entire home/apt,822,2,58,6/2/2019,3.75,3,342
24848815,Nuevo Leon 106,187842722,Juan Pablo,,Cuauhtémoc,19.40998,-99.17297,Entire home/apt,822,2,27,3/12/2019,2,1,0
24909927,APARTment in the heart of Mexico City,122387132,Isabel,,Cuauhtémoc,19.41783,-99.17406,Entire home/apt,822,5,5,5/31/2019,0.42,1,287
25113603,Casa dalì,116372291,Alex,,Cuauhtémoc,19.42016,-99.16582,Entire home/apt,822,2,38,6/9/2019,2.84,2,87
25872218,Casa Galeria Azul 2,131159490,Rachide,,Coyoacán,19.35458,-99.16275,Private room,822,1,46,6/2/2019,4,3,350
25973891,Lovely & Cosy Mexican Style Apartment in Coyoacan,100844511,Omar,,Coyoacán,19.32548,-99.13891,Entire home/apt,822,2,32,6/16/2019,3.33,2,163
26252341,DEPARTAMENTO SAN JERONIMO,177389679,Alberto,,La Magdalena Contreras,19.3246,-99.22127,Entire home/apt,822,1,5,2/1/2019,0.44,3,90
26726889,The Innpark Suite in Condesa,200975552,Alejandro,,Cuauhtémoc,19.41526,-99.17125,Entire home/apt,822,1,40,6/15/2019,3.52,1,288
26749340,Full Apartment! Perfect Spot near Downtown!,175956929,Cesar,,Cuauhtémoc,19.419,-99.13409,Entire home/apt,822,2,59,6/8/2019,5.25,1,246
26751554,Two bedroom apartment in the best side of Anzures,122985499,Souad,,Miguel Hidalgo,19.42928,-99.17782,Entire home/apt,822,2,18,6/12/2019,1.64,1,332
28107198,Luxury Private Room with awesome amenities!,162857799,Alejandro,,Benito Juárez,19.3772,-99.16004,Private room,822,2,51,6/22/2019,6.38,1,340
28160326,Cozy 100% refurb Studio. Unbeatable location.,102914881,Jorge,,Cuauhtémoc,19.43193,-99.16825,Entire home/apt,822,2,15,6/4/2019,1.62,1,207
28634008,Suites Reforma 374,216056377,Vanessa,,Cuauhtémoc,19.42551,-99.1702,Entire home/apt,822,1,0,,,1,0
28718006,✴Private and cozy studio in the heart of Condesa✴,23294188,Lis,,Cuauhtémoc,19.40998,-99.17487,Entire home/apt,822,2,33,6/10/2019,3.74,1,155
30437834,COCO: YOUR TEMPORARY HOME,24427187,Oscar,,Benito Juárez,19.3779,-99.18976,Entire home/apt,822,3,5,6/9/2019,0.83,2,150
30699293,Modern and Sunny Loft in front of Roma Norte,139918464,Patricia,,Cuauhtémoc,19.42018,-99.15512,Entire home/apt,822,2,11,5/19/2019,1.72,3,346
